"Rodiklis","1995K1","1995K2","1995K3","1995K4","1996K1","1996K2","1996K3","1996K4","1997K1","1997K2","1997K3","1997K4","1998K1","1998K2","1998K3","1998K4","1999K1","1999K2","1999K3","1999K4","2000K1","2000K2","2000K3","2000K4","2001K1","2001K2","2001K3","2001K4","2002K1","2002K2","2002K3","2002K4","2003K1","2003K2","2003K3","2003K4","2004K1","2004K2","2004K3","2004K4","2005K1","2005K2","2005K3","2005K4","2006K1","2006K2","2006K3","2006K4","2007K1","2007K2","2007K3","2007K4","2008K1","2008K2","2008K3","2008K4","2009K1"
"p_ppi","NA","NA","NA","NA",0.80761666666666665,0.81588166666666662,0.84309866666666666,0.88168666666666651,0.88769633333333331,0.87209766666666666,0.89404299999999992,0.89482533333333336,0.87391999999999992,0.85206066666666669,0.83979399999999993,0.82688233333333327,0.80822133333333324,0.82836500000000002,0.87590166666666658,0.93721066666666675,0.98613333333333342,0.98967966666666674,1.0062146666666667,1.0179720000000001,0.99014866666666668,0.99329833333333339,0.96410733333333321,0.93194733333333335,0.9293486666666666,0.95324033333333336,0.94574466666666679,0.94087233333333342,0.96721499999999994,0.91669333333333325,0.92971466666666669,0.9385646666666666,0.94821100000000003,0.98638633333333314,1.0148936666666666,1.02779,1.0347396666666666,1.0878623333333333,1.1530753333333332,1.1586336666666666,1.1693193333333334,1.1995043333333335,1.2239866666666666,1.1693913333333334,1.1817803333333332,1.2571673333333335,1.2901426666666667,1.3641533333333333,1.4376983333333337,1.5341819999999999,1.6119526666666666,1.4276136666666668,
"p_sski",0.66094750000000002,0.68940566666666658,0.74575266666666662,0.77262533333333339,0.79843233333333341,0.82334933333333327,0.85571366666666659,0.87051400000000001,0.88854433333333349,0.91343733333333332,0.93230099999999994,0.9410179999999998,0.94782200000000005,0.96856533333333328,0.98029633333333333,0.98256300000000008,0.98027199999999992,0.99680333333333337,0.9992793333333333,0.98759533333333327,0.9750009999999999,1.001007,1.013266,1.0107263333333334,0.98886099999999999,0.99584666666666655,1.0056383333333334,0.98829533333333341,0.97804166666666659,0.99457233333333317,1.0035693333333335,1.0020653333333334,0.98487033333333329,1.0046653333333335,1.0149173333333332,1.0150849999999998,1.0169743333333334,1.0579603333333334,1.087947,1.1033883333333334,1.1055896666666667,1.1304779999999999,1.1639359999999999,1.1916553333333333,1.2084946666666667,1.2435156666666667,1.2808693333333334,1.309245,1.3383786666666666,1.415834,1.4677366666666669,1.5129409999999999,1.5438239999999999,1.5842033333333334,1.6012459999999999,1.5518416666666668,1.4789653333333335
"p_oil",164.63,171.13333333333301,153.95666666666699,159.63999999999999,175.29333333333301,182.68666666666701,196.37666666666701,215.636666666667,197.15000000000001,173.64666666666699,177.02000000000001,182.30000000000001,143.71666666666701,137.77000000000001,136.23333333333301,126.81333333333301,123.76000000000001,159.28999999999999,208.44333333333299,239.24000000000001,263.06999999999999,264.93000000000001,301.65666666666698,303.13,270.816666666667,286.62333333333299,269.17333333333301,215.09,229.16,261.71333333333303,281.886666666667,285.47666666666697,329.23000000000002,250.67666666666699,263.95999999999998,265.52333333333303,294.44,326.01333333333298,365.803333333333,373.93666666666701,390.76333333333298,424.71333333333303,481.40333333333302,449.13333333333298,472.10333333333301,510.64999999999998,512.77666666666698,448.98333333333301,446.13333333333338,494.20999999999998,510.61666666666662,568.86000000000001,633.16666666666663,806.02666666666664,783.58333333333337,451.84666666666664,375.70999999999998
"y_misr",1878.4069999999999,2203.0479999999998,3308.2840000000001,2735.8009999999999,2377.6709999999998,2783.1149999999998,3918.0230000000001,3215.0970000000002,2821.4259999999999,3291.21,4301.857,3727.0300000000002,3175.424,3667.665,4315.2719999999999,3466.9760000000001,2740.5650000000001,3512.0100000000002,3738.6999999999998,3291.5970000000002,2941.3899999999999,3596.1579999999999,4037.8229999999999,3980.1729999999998,3386.8960000000002,4129.3990000000003,4663.9279999999999,4568.9160000000002,3410.3539999999998,4555.1090000000004,5215.2430000000004,4861.2749999999996,4255.4790000000003,4845.5299999999997,5643.1289999999999,5620.0119999999997,4451.3090000000002,5440.7479999999996,6209.4799999999996,6542.6300000000001,5064.2950000000001,6210.4200000000001,7317.6490000000003,7711.335,5749.8720000000003,6846.0159999999996,7990.7089999999998,8101.7259999999997,6100.223,7954.3410000000003,9018.2759999999998,8904.3340000000007,7525.9380000000001,9654.6900000000005,10355.851000000001,8562.5930000000008,3532.8270000000002
"y_du",2056.4609999999998,2488.8440000000001,2589.8229999999999,2884.7330000000002,2684.732,3114.5709999999999,3407.4879999999998,3536.3000000000002,3307.8629999999998,3941.9189999999999,4034.8699999999999,4378.6440000000002,4008.0039999999999,4772.1390000000001,4840.3440000000001,5077.7780000000002,4378.6599999999999,4989.2730000000001,4648.4610000000002,4814.3990000000003,4257.7030000000004,4693.1419999999998,4396.5069999999996,4686.0910000000003,4361.049,4820.9359999999997,4523.7520000000004,4819.5209999999997,4664.5280000000002,5075.9160000000002,4961.1869999999999,5360.2139999999999,5021.5569999999998,5742.8019999999997,5570.2830000000004,5911.8720000000003,5502.1959999999999,6446.9769999999999,6335.1409999999996,6955.9589999999998,6361.1750000000002,7394.6090000000004,7440.7169999999996,8221.4249999999993,7484.3680000000004,8625.5529999999999,9192.3860000000004,10183.157999999999,8999.7950000000001,10725.231,11297.332,12684.802,11137.753000000001,12931.942999999999,13397.370000000001,13597.394,11647.868
"l",1945.997625,1966.46642045454,1979.4000000000001,1972.7576700228999,1970.05090017614,1953.9078937823101,1937.8,1882.67531408489,1861.4381678050199,1835.89147859735,1827.9000000000001,1807.0432036039499,1762.1111259622801,1713.8,1716.68077257287,1718.3,1729.6876926775001,1715.7,1716.9555511220999,1695.3,1694.14788743851,1687.0999999999999,1695.9157802063601,1655.9000000000001,1654.77646384578,1650.7,1644.84910012914,1620.9000000000001,1635.5999999999999,1639.0,1637.8,1608.8,1606.7,1697.2,1649.5999999999999,1613.9000000000001,1620.8,1625.4000000000001,1623.0999999999999,1613.3,1610.8,1610.0,1608.5999999999999,1597.5999999999999,1586.0,1590.5999999999999,1602.4000000000001,1574.2,1587.2,1609.8,1623.7,1591.8,1587.8,1597.5,1634.8,1637.0,
"e",1630.8,1632.5222808272199,1634.1177662554401,1620.25375469337,1607.90687764467,1612.30308023919,1620.4000000000001,1583.2727470945999,1573.0475958243901,1568.05872431834,1570.7,1545.8665085669199,1495.6744164822201,1481.3,1503.5351388275701,1497.4000000000001,1488.6249408768099,1487.5999999999999,1475.3963948692301,1425.5,1411.9902301905399,1419.4000000000001,1420.85039379609,1376.3,1361.28574730332,1372.9000000000001,1363.70232589073,1330.7,1355.7,1425.5999999999999,1443.3,1398.9000000000001,1387.9000000000001,1478.7,1459.0,1426.3,1410.0,1442.0999999999999,1451.4000000000001,1441.7,1445.7,1473.4000000000001,1492.2,1484.3,1484.3,1502.0,1511.5,1498.0999999999999,1507.7,1543.8,1560.2,1525.0,1510.3,1525.0999999999999,1537.5999999999999,1507.0999999999999,
"u",16.1972255747229,16.981939592445698,17.4437826485077,17.868586734499701,18.3824703462782,17.4831584759023,16.3793993188151,15.903037807441599,15.4928902269525,14.5887029490237,14.0707916187975,14.453262352341,15.1203125361669,13.566343797409299,12.416148485536301,12.8557295000873,13.936779039431,13.2948650696509,14.0690395913284,15.914587388662801,16.654842197665801,15.867464880564301,16.219283387810901,16.885077601304399,17.735973586448999,16.829223965590401,17.0925572574615,17.9036337837004,17.100000000000001,13.0,11.9,13.0,13.6,12.9,11.6,11.6,13.0,11.300000000000001,10.6,10.6,10.199999999999999,8.5,7.2000000000000002,7.0999999999999996,6.4000000000000004,5.5999999999999996,5.7000000000000002,4.7999999999999998,5.0,4.0999999999999996,3.8999999999999999,4.2000000000000002,4.9000000000000004,4.5,5.9000000000000004,7.9000000000000004,
"e_sal",1176.367,1083.2909999999999,1060.662,1042.23,1135.0519999999999,1075.191,1058.181,1053.422,1025.827,1051.2339999999999,1026.1469999999999,1015.893,1012.009,1011.731,1018.866,984.50199999999995,1029.008,1036.367,1023.1369999999999,982.71100000000001,901.101,904.48900000000003,898.83500000000004,881.55200000000002,857.63099999999997,869.649,875.90300000000002,866.846,854.65499999999997,875.45799999999997,876.68299999999999,877.62300000000005,887.94899999999996,911.89800000000002,918.05799999999999,918.17999999999995,930.322,948.45299999999997,953.02800000000002,947.88599999999997,975.14700000000005,989.40999999999997,997.73800000000006,1000.197,1019.246,1031.0450000000001,1034.4069999999999,1028.1949999999999,1049.8679999999999,1079.5730000000001,1082.2429999999999,1072.066,1087.492,1090.9549999999999,1077.0350000000001,1033.798,
"w_b",409.69999999999999,468.19999999999999,511.30000000000001,577.5,582.89999999999998,612.79999999999995,654.60000000000002,697.29999999999995,713.39999999999998,795.20000000000005,845.89999999999998,915.70000000000005,916.70000000000005,994.29999999999995,1029.8,1060.5999999999999,1018.1,1063.5,1076.5999999999999,1078.9000000000001,1028.5,1065.5,1057.5,1073.2,1041.0999999999999,1066.7,1067.7,1087.0999999999999,1088.9000000000001,1113.4000000000001,1127.4000000000001,1145.0999999999999,1125.4000000000001,1163.8,1174.9000000000001,1207.9000000000001,1145.9000000000001,1222.0999999999999,1260.8,1310.2,1269.8,1331.5,1379.0999999999999,1453.4000000000001,1437.0,1519.7,1653.5,1731.3,1737.8,1826.3,1949.8,2052.0,2151.3000000000002,2236.8000000000002,2319.9000000000001,2319.0999999999999,
"mea",368244.40000000002,374408.90000000002,359832.59999999998,382652.70000000001,384913.59999999998,384082.0,375530.29999999999,403228.09999999998,398862.09999999998,424720.79999999999,422832.5,450613.79999999999,451362.0,459811.5,448387.59999999998,467834.09999999998,458479.70000000001,485295.09999999998,490395.0,536425.40000000002,556465.19999999995,581698.40000000002,587162.80000000005,648093.40000000002,633706.80000000005,636723.59999999998,606087.80000000005,613899.90000000002,594784.19999999995,618515.59999999998,601351.09999999998,632446.19999999995,621058.59999999998,613659.0,603744.59999999998,639059.30000000005,632976.59999999998,669312.80000000005,671128.5,714970.40000000002,683895.69999999995,732187.69999999995,734614.40000000002,784176.09999999998,799858.19999999995,819565.09999999998,813950.30000000005,861783.19999999995,856962.5,876937.69999999995,880570.80000000005,923840.69999999995,926958.19999999995,950355.40000000002,952843.69999999995,895813.90000000002,785967.19999999995
"mea12",374886.29999999999,381089.0,366261.40000000002,389616.59999999998,392145.09999999998,391364.90000000002,382799.09999999998,411217.0,406964.0,433387.0,431463.29999999999,459721.09999999998,460368.90000000002,468872.40000000002,457325.79999999999,477434.40000000002,468337.59999999998,495959.79999999999,501344.90000000002,548424.5,568930.30000000005,594640.69999999995,600245.30000000005,662513.5,633706.80000000005,636723.59999999998,606087.80000000005,613899.90000000002,594784.19999999995,618515.59999999998,601351.09999999998,632446.19999999995,621058.59999999998,613659.0,603744.59999999998,639059.30000000005,632976.59999999998,669312.80000000005,671128.5,714970.40000000002,683895.69999999995,732187.69999999995,734614.40000000002,784176.09999999998,799858.19999999995,819565.09999999998,813950.30000000005,861783.19999999995,851307.09999999998,870856.5,874251.40000000002,917260.80000000005,917047.19999999995,939761.09999999998,941822.30000000005,886090.40000000002,767255.5
"mea13",376786.0,383298.20000000001,368243.79999999999,391783.0,394108.40000000002,393588.5,384911.40000000002,413396.0,409081.59999999998,435868.0,433833.0,462151.5,462856.79999999999,471461.5,459803.79999999999,480092.40000000002,470735.20000000001,498929.40000000002,503850.09999999998,551273.69999999995,571773.5,597709.0,603409.80000000005,665747.80000000005,636761.59999999998,640030.80000000005,609290.80000000005,617120.30000000005,597943.30000000005,621837.30000000005,604673.19999999995,635903.5,624359.19999999995,617147.59999999998,607267.0,642696.90000000002,636511.19999999995,673423.69999999995,675240.30000000005,719304.5,687919.09999999998,736564.40000000002,739171.30000000005,789202.30000000005,804647.5,824558.69999999995,819171.5,867602.59999999998,856962.5,876937.69999999995,880570.80000000005,923840.69999999995,923480.5,946684.80000000005,948733.59999999998,892345.40000000002,772573.5
"mea15",378259.90000000002,384861.29999999999,369821.29999999999,393362.70000000001,395658.79999999999,395240.0,386576.20000000001,415098.59999999998,410659.40000000002,437675.20000000001,435629.40000000002,463872.79999999999,464541.29999999999,473265.90000000002,461667.20000000001,481938.20000000001,472404.70000000001,500898.59999999998,505841.20000000001,553454.30000000005,573874.30000000005,600209.5,605935.0,668450.90000000002,639019.30000000005,642527.90000000002,611781.80000000005,619420.80000000005,600125.59999999998,624341.5,607114.30000000005,638298.30000000005,626552.59999999998,619477.5,609693.69999999995,645076.90000000002,638763.69999999995,675960.09999999998,677821.5,722059.90000000002,690384.59999999998,739171.5,741927.40000000002,792275.90000000002,807569.0,827656.80000000005,822291.40000000002,870761.59999999998,860026.69999999995,880287.59999999998,884104.30000000005,927567.80000000005,926958.19999999995,950355.40000000002,952843.69999999995,895813.90000000002,775351.0
"mea16",380197.5,386941.90000000002,371859.79999999999,395631.70000000001,398169.0,397764.79999999999,389175.90000000002,418137.5,413607.29999999999,440946.20000000001,438695.79999999999,467027.0,467827.70000000001,476914.70000000001,465147.20000000001,485469.5,475230.09999999998,504057.70000000001,508862.40000000002,557032.30000000005,577445.59999999998,604041.80000000005,609842.5,673219.19999999995,643428.5,647338.59999999998,616454.5,624554.09999999998,604633.5,629341.0,612133.80000000005,644111.59999999998,631638.80000000005,625112.0,615516.40000000002,651439.30000000005,644370.80000000005,682755.80000000005,684407.90000000002,729328.59999999998,697094.09999999998,746832.59999999998,749476.80000000005,801469.80000000005,816172.0,837074.19999999995,832235.69999999995,882132.90000000002,870792.40000000002,892098.90000000002,895939.40000000002,941154.19999999995,940016.40000000002,964640.30000000005,966808.80000000005,909686.30000000005,785967.19999999995
"meu15",460569.5,471390.09999999998,458307.40000000002,483003.20000000001,485231.09999999998,491566.0,481714.09999999998,517125.5,511804.70000000001,550643.80000000005,552621.40000000002,582962.5,581055.80000000005,594790.19999999995,582009.09999999998,599431.40000000002,589622.09999999998,625613.59999999998,639931.30000000005,694537.40000000002,717532.0,754579.80000000005,767333.40000000002,836808.80000000005,795084.90000000002,805597.19999999995,770088.59999999998,776201.90000000002,757127.19999999995,789087.5,769325.5,798640.59999999998,778025.19999999995,767647.30000000005,763215.19999999995,801866.69999999995,790602.0,841185.5,848523.09999999998,892966.40000000002,852946.69999999995,920991.19999999995,932421.19999999995,987252.59999999998,1011604.1,1043218.6,1024695.4,1073813.8999999999,1059926.3,1085961.6000000001,1099515.8,1140390.6000000001,1130042.7,1161965.8,1164373.7,1084548.6000000001,930063.0
"meu25",481304.09999999998,494024.90000000002,480467.09999999998,507880.70000000001,509935.09999999998,518035.09999999998,508837.5,546584.19999999995,541009.5,582948.5,584938.40000000002,618467.80000000005,616843.5,632575.30000000005,619222.5,637686.5,623598.59999999998,663492.59999999998,677978.90000000002,737498.30000000005,760776.09999999998,802257.09999999998,816689.5,893143.59999999998,845899.69999999995,859629.0,822779.30000000005,833139.40000000002,809778.09999999998,846131.59999999998,825105.19999999995,859238.0,832948.19999999995,825539.40000000002,823289.69999999995,865783.30000000005,850079.80000000005,912508.59999999998,918862.30000000005,967472.80000000005,921636.40000000002,998028.19999999995,1011994.7,1074876.6000000001,1098020.8,1135563.1000000001,1120346.7,1178874.7,1161721.7,1194656.2,1211161.3999999999,1260954.5,1250188.5,1290316.2,1293296.8999999999,1200642.8,1022796.0
"meu27",484320.40000000002,497488.79999999999,483714.09999999998,511788.5,513393.40000000002,521623.09999999998,512115.40000000002,550373.69999999995,544355.19999999995,587185.90000000002,589027.59999999998,623048.40000000002,621060.69999999995,636967.69999999995,623233.09999999998,641872.69999999995,627127.69999999995,667708.0,682290.5,742532.09999999998,765699.19999999995,807808.80000000005,822548.09999999998,900679.19999999995,852391.90000000002,866975.5,829803.59999999998,840352.80000000005,816210.09999999998,853709.19999999995,832514.5,867710.69999999995,840672.0,833814.69999999995,831600.0,875066.59999999998,858623.5,922702.09999999998,929296.59999999998,979293.30000000005,932185.69999999995,1010726.0,1025264.7,1089587.5,1112450.0,1151304.3999999999,1136591.2,1196786.8999999999,1179142.3999999999,1213706.7,1231442.6000000001,1282820.0,1271203.6000000001,1313494.0,1316504.8999999999,1221266.0,1038908.9
"y_n_de",460229.5,481105.5,487238.79999999999,501168.5,464209.59999999998,474179.90000000002,488657.09999999998,494293.09999999998,453898.40000000002,476425.40000000002,482365.79999999999,494525.29999999999,467989.79999999999,479991.0,495099.0,509105.29999999999,481420.0,494870.0,510190.0,525520.0,500930.0,510690.0,521210.0,529670.0,513010.0,521430.0,532610.0,546110.0,516660.0,528970.0,546300.0,551250.0,523000.0,531800.0,552000.0,557000.0,537300.0,547100.0,560100.0,566400.0,537900.0,558500.0,570100.0,576700.0,559000.0,571400.0,589200.0,601900.0,588200.0,596800.0,615100.0,622800.0,608000.0,625600.0,632100.0,625700.0,577100.0
"y_r_de",454729.70000000001,465506.29999999999,471900.0,475251.59999999998,455245.29999999999,469064.09999999998,479737.5,481851.59999999998,457771.90000000002,482160.90000000002,488090.59999999998,491854.70000000001,477932.79999999999,485667.20000000001,496495.29999999999,498815.59999999998,482315.59999999998,493504.70000000001,506962.5,515676.59999999998,503662.5,514851.59999999998,521245.29999999999,522843.79999999999,513510.90000000002,520265.59999999998,526298.40000000002,528000.0,508096.90000000002,521503.09999999998,531248.40000000002,527175.0,508767.20000000001,516707.79999999999,529237.5,528825.0,517120.29999999999,525164.09999999998,532331.30000000005,534084.40000000002,512737.5,533517.19999999995,539343.80000000005,539343.80000000005,531196.90000000002,542540.59999999998,554245.30000000005,559968.80000000005,549450.0,556050.0,567496.90000000002,568785.90000000002,560793.80000000005,574767.19999999995,575334.40000000002,559246.90000000002,523204.70000000001
"y_index_de",88.189999999999998,90.280000000000001,91.519999999999996,92.170000000000002,88.290000000000006,90.969999999999999,93.040000000000006,93.450000000000003,88.780000000000001,93.510000000000005,94.659999999999997,95.390000000000001,92.689999999999998,94.189999999999998,96.290000000000006,96.739999999999995,93.540000000000006,95.709999999999994,98.319999999999993,100.0,97.680000000000007,99.849999999999994,101.08,101.39,99.590000000000003,100.89,102.06,102.39,98.540000000000006,101.13,103.02,102.23,98.670000000000002,100.2,102.63,102.55,100.28,101.84,103.23,103.56999999999999,99.439999999999998,103.45999999999999,104.59,104.59,103.01000000000001,105.20999999999999,107.48,108.59,106.55,107.83,110.05,110.3,108.75,111.45999999999999,111.56999999999999,108.45,101.45999999999999
"m_de",110580.3,113263.2,113786.60000000001,115578.0,112748.3,113221.39999999999,115965.7,119128.7,116818.10000000001,124430.7,128471.7,130397.10000000001,128915.10000000001,133738.70000000001,135160.70000000001,134968.60000000001,130470.0,141480.0,147890.0,154210.0,155470.0,163730.0,173240.0,188700.0,172470.0,175220.0,174440.0,170960.0,157280.0,167800.0,169770.0,173130.0,169200.0,168430.0,171560.0,176190.0,170140.0,180630.0,189600.0,196620.0,179310.0,197210.0,207260.0,218070.0,217420.0,224490.0,235070.0,244240.0,233560.0,235830.0,246280.0,250550.0,247730.0,254740.0,269460.0,250640.0,218150.0
"m_ru",16795.0,19666.0,22051.0,24296.0,20627.0,21915.0,22227.0,21988.0,19402.0,21931.0,24300.0,26375.0,21870.0,22086.0,17865.0,12651.0,11797.0,13353.0,13253.0,14484.0,13181.0,14345.0,16127.0,17439.0,15306.0,18809.0,19634.0,20587.0,17067.0,20477.0,22643.0,24275.0,21105.0,24384.0,27842.0,29861.0,26251.0,30938.0,35176.0,38305.0,32872.0,38573.0,44237.0,48497.0,39143.0,49476.0,55825.0,64553.0,53648.0,66691.0,75465.0,86743.0,75104.0,95168.0,106288.0,91650.0,50300.0
"cpi_ru",14.9922,19.140999999999998,22.549700000000001,25.682300000000001,28.4847,30.3447,30.948699999999999,31.909700000000001,33.673699999999997,34.833599999999997,35.458199999999998,35.691600000000001,36.824100000000001,37.366399999999999,43.413400000000003,60.703200000000002,74.609200000000001,81.019999999999996,86.044200000000004,89.517300000000006,93.566900000000004,97.067499999999995,102.154,107.212,114.33333333333333,120.76666666666667,123.56666666666666,127.23333333333333,134.69999999999999,139.53333333333333,142.06666666666669,146.33333333333334,154.40000000000001,159.13333333333333,161.26666666666665,164.66666666666666,170.86666666666667,175.30000000000001,179.03333333333333,183.86666666666667,193.23333333333335,199.40000000000001,201.73333333333335,204.63333333333333,214.19999999999999,218.19999999999999,220.73333333333335,223.19999999999996,230.73333333333335,235.53333333333333,240.36666666666665,248.63333333333333,260.40000000000003,270.56666666666666,276.26666666666671,282.80000000000001,296.16666666666669
"x_ru",21095.0,23388.0,23154.0,25350.0,23384.0,25114.0,25883.0,28584.0,23219.0,23721.0,25760.0,28275.0,20773.0,21880.0,22732.0,21431.0,17047.0,19371.0,21502.0,26698.0,25711.0,27779.0,29522.0,31586.0,27818.0,28984.0,28992.0,27531.0,24558.0,29588.0,32898.0,33868.0,34183.0,35779.0,39695.0,42501.0,41262.0,48244.0,54466.0,59831.0,55041.0,65751.0,71948.0,76028.0,73291.0,84190.0,88601.0,88570.0,79367.0,93103.0,100388.0,120959.0,120421.0,140065.0,151555.0,110868.0,68700.0
"p_m_de",98.5,98.200000000000003,97.0,96.700000000000003,96.599999999999994,96.200000000000003,95.700000000000003,95.0,95.900000000000006,96.200000000000003,96.5,95.799999999999997,95.299999999999997,94.599999999999994,93.299999999999997,91.200000000000003,90.900000000000006,92.400000000000006,93.299999999999997,94.599999999999994,97.099999999999994,99.099999999999994,100.90000000000001,102.5,101.09999999999999,101.5,100.7,98.799999999999997,98.700000000000003,99.400000000000006,97.799999999999997,97.400000000000006,97.299999999999997,96.0,95.299999999999997,94.299999999999997,94.599999999999994,96.0,96.700000000000003,96.400000000000006,96.799999999999997,97.700000000000003,98.700000000000003,98.599999999999994,100.09999999999999,101.2,101.3,100.0,100.09999999999999,101.09999999999999,100.59999999999999,100.3,101.8,103.59999999999999,104.09999999999999,98.799999999999997,96.400000000000006
"y_n_ru",234.97800000000001,324.25200000000001,421.06,448.233,425.28899999999999,468.41899999999998,548.87800000000004,565.24000000000001,512.36900000000003,555.077,634.15899999999999,640.90899999999999,550.86599999999999,602.45299999999997,675.45699999999999,800.84699999999998,901.34699999999998,1101.5,1373.0699999999999,1447.3199999999999,1527.4200000000001,1696.6500000000001,2037.8499999999999,2043.73,1900.8699999999999,2105.0100000000002,2487.8699999999999,2449.8299999999999,2259.4899999999998,2525.6599999999999,3009.1799999999998,3023.2199999999998,2850.6623,3107.7842999999998,3629.7951000000003,3654.9982,3516.7932000000001,3969.7709,4615.1680999999999,4946.3895000000002,4459.7263000000003,5080.3545999999997,5872.9699000000001,6212.3215,5811.8977999999997,6389.5514999999996,7299.1723000000002,7402.8721999999998,6749.6938,7764.8672000000006,8904.4828000000016,9692.3379999999997,8891.0149000000001,10193.257599999999,11639.537,10944.224400000001,
"cad_lt",2.8538333333333337,2.9197000000000002,2.9593666666666665,2.9386000000000005,2.9140999999999999,2.9313666666666669,2.9220333333333333,2.9561666666666664,2.9374333333333333,2.8852666666666664,2.8852666666666664,2.8109333333333333,2.7949999999999999,2.7507000000000001,2.6122333333333332,2.5954666666666668,2.6484333333333336,2.7142999999999997,2.690466666666667,2.7312333333333334,2.7624999999999997,2.6941666666666664,2.6945333333333337,2.6221999999999999,2.6116666666666664,2.6100333333333334,2.5802666666666667,2.5238,2.4950333333333337,2.3844333333333334,2.244966666666667,2.1884666666666668,2.1503666666666668,2.1720999999999999,2.216566666666667,2.1949999999999998,2.1044,2.1038666666666668,2.1792333333333338,2.1712666666666669,2.1495000000000002,2.218833333333333,2.3727666666666667,2.4732000000000003,2.4870666666666668,2.4504000000000001,2.4228000000000001,2.3333333333333335,2.2469666666666668,2.3550999999999997,2.3943333333333334,2.4236,2.2773333333333334,2.1962333333333333,2.2337333333333333,2.1202666666666663,2.1389333333333336
"lt_eur",0.22640563485588999,0.22640563485588999,0.22640563485588999,0.22640563485588999,0.22640563485588999,0.22640563485588999,0.22640563485588999,0.22640563485588999,0.22640563485588999,0.22640563485588999,0.22640563485588999,0.22640563485588999,0.22640563485588999,0.22640563485588999,0.22640563485588999,0.22640563485588999,0.22565213466919398,0.23848893411345715,0.23685457129322599,0.2443952033368092,0.25894213506421765,0.26779019530831577,0.27762354247640203,0.28523617555335817,0.27616172030340969,0.28685076111068614,0.27770577998296736,0.28041576310476335,0.28948587308939328,0.2896200185356812,0.2896200185356812,0.2896200185356812,0.2896200185356812,0.2896200185356812,0.2896200185356812,0.2896200185356812,0.2896200185356812,0.2896200185356812,0.2896200185356812,0.2896200185356812,0.2896200185356812,0.2896200185356812,0.2896200185356812,0.2896200185356812,0.2896200185356812,0.2896200185356812,0.2896200185356812,0.2896200185356812,0.2896200185356812,0.2896200185356812,0.2896200185356812,0.2896200185356812,0.2896200185356812,0.2896200185356812,0.2896200185356812,0.2896200185356812,0.2896200185356812
"eur_lt",4.4168512000000018,4.4168512000000018,4.4168512000000018,4.4168512000000018,4.4168512000000018,4.4168512000000018,4.4168512000000018,4.4168512000000018,4.4168512000000018,4.4168512000000018,4.4168512000000018,4.4168512000000018,4.4168512000000018,4.4168512000000018,4.4168512000000018,4.4168512000000018,4.4315999999999995,4.1930666666666667,4.2219999999999995,4.091733333333333,3.8618666666666663,3.7342666666666666,3.6019999999999999,3.5058666666666665,3.6210666666666662,3.4861333333333335,3.6009333333333333,3.5661333333333332,3.4543999999999997,3.4527999999999999,3.4527999999999999,3.4527999999999999,3.4527999999999999,3.4527999999999999,3.4527999999999999,3.4527999999999999,3.4527999999999999,3.4527999999999999,3.4527999999999999,3.4527999999999999,3.4527999999999999,3.4527999999999999,3.4527999999999999,3.4527999999999999,3.4527999999999999,3.4527999999999999,3.4527999999999999,3.4527999999999999,3.4527999999999999,3.4527999999999999,3.4527999999999999,3.4527999999999999,3.4527999999999999,3.4527999999999999,3.4527999999999999,3.4527999999999999,3.4527999999999999
"usd_lt",4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9864666666666668,3.6638333333333333,3.5178333333333334,3.4328000000000003,3.2093000000000003,3.0350333333333332,3.0715000000000003,2.8722666666666665,2.784966666666667,2.8569,2.8461666666666665,2.6173333333333333,2.6432333333333333,2.7654666666666667,2.8500999999999999,2.8900000000000001,2.8759333333333337,2.7374000000000005,2.7077333333333335,2.6545333333333332,2.6259666666666668,2.5547333333333331,2.4991333333333334,2.3622000000000001,2.2710000000000004,2.2073,2.3155333333333332,2.5810666666666666,2.6548333333333329
"rub_lt",0.00090233333333333344,0.00082199999999999992,0.00089733333333333332,0.0008743333333333333,0.00083316666666666663,0.00079726666666666667,0.00075273333333333338,0.00072583333333333321,0.00070416666666666663,0.00069459999999999997,0.00068539999999999996,0.00067393333333333342,0.65885000000000005,0.64846666666666664,0.39093333333333335,0.21760000000000002,0.16879999999999998,0.16333333333333333,0.16193333333333335,0.14983333333333335,0.13976666666666668,0.14136666666666667,0.14403333333333332,0.14249999999999999,0.13960000000000003,0.13763333333333333,0.13606666666666667,0.13316666666666668,0.12874666666666668,0.11679666666666666,0.11131000000000001,0.10776999999999999,0.10156999999999999,0.09885999999999999,0.10082333333333333,0.096970000000000001,0.097703333333333323,0.098536666666666675,0.097526666666666664,0.092539999999999997,0.094740000000000005,0.098125333333333342,0.099750000000000005,0.10097333333333335,0.10271333333333332,0.10087233333333334,0.10109666666666667,0.10023600000000001,0.10005766666666667,0.099014666666666654,0.098391333333333331,0.096283000000000007,0.094478999999999994,0.093570666666666677,0.094840333333333318,0.093178666666666674,0.076245333333333332
