"obs","AKT_R_SA","BP_IM_SA","CN_N_SA","CN_R_SA","E_SA","E_SAL_SA","G_N_SA","G_R_SA","I_N_SA","I_R_SA","IK_R_SA","IL_M1","L_SA","LT_EUR","M_N_SA","M_R_EU15_SA","M_R_SA","M_RU_USD_SA","P_CN_SA","P_CPI_SA","P_G_SA","P_I_SA","P_M_EU15_SA","P_M_SA","P_X_SA","P_Y_SA","T","U_SA","UCC_SA","W_B_SA","X_N_SA","X_R_SA","Y_KOMP_SA","Y_MISR_SA","Y_N_SA","Y_R_SA"
"2004Q1",932.00999087071,9202.5863100000006,9651.1864122256793,9723.7540474574398,1427.0839214259399,935.80111844564794,2907.5679371310298,2892.90471945117,3775.4658638268802,4345.6427025393896,3366.0133004823101,5.4100000000000001,1624.146293,3.4529999999999998,8638.9035496669094,841624.67740000004,9628.3860276765408,29955.022349999999,0.99253707622821397,0.957611268971859,0.98543750988624601,0.87811900216973504,0.94330571699999999,0.89684604899999998,0.94572655500000002,0.99120942411572499,36.0,12.140677251117101,5.0882075170522603,1172.93698738905,7474.9961285138797,7854.1345879999999,5910.6380999548201,5339.7804304275296,15008.573671656401,15140.4306185851
"2004Q2",797.24086463126105,10162.211579999999,10039.9404424239,9981.5628118343393,1429.4638761786,941.66689571069298,3046.5403639404599,3006.5436686564599,3492.9550219637199,4371.5412734858601,3570.28233810253,5.4666666669999904,1618.986339,3.4527999999999999,9068.1693512869697,864699.5135,10006.786372681399,31357.514770000002,1.00584854613352,0.97135678693298999,1.018616516367,0.798834457006659,0.96049029900000005,0.90737988599999997,0.97187902599999998,1.0040347220263599,37.0,11.588783540387899,4.2312942243992699,1224.87999718327,7670.9116677415604,7932.8777479999999,6238.2150886239897,5541.0217601085496,15351.5360763099,15281.7210585432
"2004Q3",535.29205970976102,10379.28529,10441.015204048401,10240.380948636801,1435.97906581548,948.91669912838302,3072.4519622067701,3087.2084373479101,3355.35506163232,4197.0390096296996,3668.3127115349198,5.5,1614.4570000000001,3.4527999999999999,9556.1425157678605,882369.82070000004,10590.0365901884,33426.669950000003,1.01959246012604,0.98194653095666695,0.99450665958131701,0.79939673329356598,0.96757529399999997,0.90248192900000002,0.99916628600000001,1.02084974752472,38.0,11.2071488525688,3.9586923052380598,1252.82545991233,8457.5564659412703,8466.4945810000008,6379.2209790142297,5652.7508386871395,15731.515911255399,15407.652148040999
"2004Q4",780.185072030333,10933.33987,10528.663584723001,10316.291056300301,1452.0560270358001,954.80747102947203,3076.3346500964399,3150.1616462358502,3747.5101473957302,4308.4476054094803,3510.80382068571,5.2320193689999899,1623.6743019999999,3.4527999999999999,9753.7023047684397,901030.58059999906,10691.546767690201,35135.491190000001,1.0205861319018299,0.98481489748414797,0.97708726216264996,0.86546362254578102,0.96986242600000006,0.910267508,1.016461117,1.03740896403495,39.0,10.5511876605038,3.7977573664829598,1284.38391337544,8930.6489859339799,8765.2861900000007,6624.6126586772898,5999.6091642041602,16431.329220969601,15831.181017561999
"2005Q1",757.982636163807,11760.44349,10731.006775981399,10577.079026658501,1461.2070012525901,978.71734892180405,3164.03161643152,2997.5410414442099,3803.8846625422998,4279.0822134318796,3673.9239203790298,5.1259455269999998,1615.405585,3.4527999999999999,10125.9408752933,880253.35089999996,11036.1857812204,37823.043790000003,1.0145529544531899,0.98850750809779797,1.03799304971652,0.89028673693877003,0.97351758200000005,0.91724085799999999,1.0165522389999999,1.04717751045726,40.0,9.4709288115128096,4.4170996712338102,1300.13467040364,9276.6594696501197,9090.5223050000004,6883.5508009921796,6105.9473156386302,16822.579383624201,16060.8631484252
"2005Q2",656.80484164997802,12841.836219999999,11407.8983999538,11215.0390322152,1464.11320316654,982.54713293958798,3319.3316879669401,3142.2939189324702,4209.5164757460498,4209.2434228345201,3758.9177087039898,4.9553546070000003,1605.3449169999999,3.4527999999999999,11286.8112912534,929330.90350000001,11918.568636104799,39144.703699999998,1.0171964954544099,0.99458627272484401,1.0630753073499299,0.99900197787124601,0.982836771,0.94782532399999997,1.033917768,1.0749086756142601,41.0,8.7470346481573102,2.58030985899974,1338.0806557655001,9810.4271049406907,9523.1193669999902,7210.5797852728101,6338.2504241504403,17620.7954874487,16377.6062323969
"2005Q3",208.25698113817401,14179.284589999999,11801.562211525599,11466.000826617799,1477.2014608724801,993.68569264709402,3317.9695381219199,3187.50538538315,4584.7730795854404,4246.1799375877599,4061.75369751873,4.7702535319999999,1598.6203579999999,3.4527999999999999,11945.9902799384,936560.98499999999,11890.1644239118,41949.814680000003,1.0292657736539399,1.00343962962324,1.04011443954433,1.0773827550925399,0.99882956599999995,1.005756348,1.079174485,1.08964459888845,42.0,7.5895898951809704,3.7515297840255699,1367.69570962333,10533.929493498999,9765.1220279999998,7452.3065053535502,6645.1868848435897,18303.1222338271,16798.4744947461
"2005Q4",177.46340721175801,15703.55948,12411.3000522315,11884.8850330722,1492.45753902362,1008.42159045472,3601.2335043877902,3242.92734630005,4596.9911508330297,4205.7121055379903,4160.7044972467402,4.5896963,1606.050056,3.4527999999999999,13063.472642954101,956009.71409999998,12779.5283866267,44187.419280000002,1.04429281542854,1.01326783131092,1.10205678024683,1.09477443712907,1.0122101509999999,1.0193259020000001,1.1124031329999999,1.1093338483736399,43.0,7.1118847423019602,3.1503138570356,1424.49918105968,11703.7758599873,10503.0074,7754.5914882127299,7068.03541014032,19081.669725584499,17189.459297204099
"2006Q1",714.15541646523104,17677.884020000001,12141.9129830821,11582.2563069883,1499.1654590210001,1021.78632490697,3641.32873996638,3256.9916379840402,5461.8743615456597,4665.6301746358404,4368.4123495921904,4.4259612380000002,1592.0328910000001,3.4527999999999999,14130.870156986201,994226.79700000002,13428.996714859601,45529.940119999999,1.0483201771105799,1.0210254502392999,1.10677536152415,1.1727454464198701,1.0271227489999999,1.051179616,1.114480331,1.1144080817659801,44.0,5.90313925461452,4.4527638360202904,1470.7905798961201,12263.885871210799,10962.91966,8162.6803710434197,6981.1750740543903,19455.750668222299,17455.738656170201
"2006Q2",-188.55024447920101,19434.9584499999,13075.9512038219,12256.6900534497,1495.5739242212601,1024.45197108364,3554.7711044222301,3186.5426374856002,4968.2072137473697,4168.74468100586,4522.9236033672396,4.712554248,1587.7269449999999,3.4527999999999999,13982.6918254723,1009128.222,13148.6807245824,50217.193330000002,1.0668419570699299,1.0305066612031799,1.1262853671637101,1.19441673653092,1.027794162,1.06476697,1.119191297,1.1305837120053499,45.0,5.7809543421555896,3.7386386435935601,1529.73925478003,12456.1516227056,11153.45196,8484.8511606991906,6951.0193645877698,20128.3011915551,17782.377285241
"2006Q3",74.205650528683606,20880.76067,13888.1199949078,13006.28395035,1495.2209074555701,1029.9638404247801,4369.3740528644103,3279.9062617436398,5428.4712280368403,4552.4946266104398,4673.2435526693598,5.0565162279999996,1591.138434,3.4527999999999999,14496.4721601355,995558.19070000004,13701.5872963361,52839.545250000003,1.0678007682996999,1.0430895723304501,1.3227094241180699,1.1758644430226199,1.030650367,1.0600805959999999,1.128006171,1.1731228664109601,46.0,6.0019690276426703,1.70732744254415,1638.0774846438501,12028.018936192,10657.94585,9146.8142713670804,7212.1645000216704,21110.214814594499,17989.997968955598
"2006Q4",4.4228620030389703,22260.896400000001,14241.1199304488,13098.609151856401,1505.2885764521,1036.88556381953,4334.5547852422396,3329.47171601526,5950.3151539316004,5109.1595761436902,5110.5707270263001,5.2637711950000003,1580.7090619999999,3.4527999999999999,14743.812883524601,1019295.248,13958.751922458699,58394.403010000002,1.0872238239455001,1.0552580555600699,1.2901573445005901,1.1922318161365599,1.0300940780000001,1.052297622,1.123379122,1.1867135743554,47.0,4.8320026853615401,4.9171857743223297,1697.5681016104299,12171.4889000485,10844.35296,9525.7154753281902,7490.7073964642696,21875.252743926601,18428.675494442301
