"OBS","B_L_SA","C_N_SA","C_R_SA","CPI_RU_SA","E_SA","E_SAL_SA","G_N_SA","G_R_SA","I_N_SA","I_R_SA","L_SA","M_DE_SA","M_N_SA","M_NO_SA","M_O_SA","M_R_SA","M_RU_SA","MEA12_SA","MEA13_SA","MEA15_SA","MEA16_SA","MEA_SA","MEU15_SA","MEU25_SA","MEU27_SA","P_C_SA","P_CPI_SA","P_DE_SA","P_G_SA","P_I_SA","P_M_DE_SA","P_M_SA","P_MINO_SA","P_MIO_SA","P_OIL_SA","P_PPI_SA","P_SSKI_SA","P_X_SA","P_XINO_SA","P_XIO_SA","P_Y_SA","QM_SA","U_SA","W_B_SA","X_N_SA","X_NO_SA","X_O_SA","X_R_SA","X_RU_SA","Y_DU_SA","Y_INDEX_DE_SA","Y_MISR_SA","Y_N_DE_SA","Y_N_RU_SA","Y_N_SA","Y_N_SA_SA","Y_R_DE_SA","Y_R_SA"
"1997Q3",3721.0025949035598,6274.4695435947597,6390.07358905403,35.787503892931298,1555.3881945553101,1023.58753901819,2425.7205664315602,2612.2412041194402,2367.5277069537001,2161.1189646106,1820.7868769178499,127139.82511566,6115.1450861213398,4099.9930601019796,884.92187928640396,5846.1207609394296,23609.243412706001,442109.31457408803,444559.53488297202,446318.20045196102,449471.94688281801,433731.62746684201,562958.30031396402,595912.84413374402,600180.68443242204,0.98190880842791917,0.90815176440692003,0.98967044044588315,0.92859746741849813,1.0955101249506141,0.96290342231375203,1.0460175792090001,1.19463942985307,0.69940861081614303,174.28797895515299,0.89337697029936503,0.92621833852269697,0.97279501512639965,0.74853947813451605,0.78234310448349398,0.96143534441071643,1454.9002178754399,14.5566361695333,841.57814032204999,5242.23426525586,2615.6282098810202,554.13315480613096,5388.8375081514096,25330.228476620901,4014.19472110069,93.4842345353686,3571.3223082751401,477048.80010237702,594.25545644971498,10197.4445920452,10137.642321785899,482027.93637794099,10606.4798338524
"1997Q4",4282.2125438818503,6550.53691356329,6528.4707409774801,35.724374471130503,1550.62368141403,1021.23511260115,2189.9815624642001,2244.4197942631899,2383.3365809909401,2204.2165293961102,1810.95462254684,128580.930752014,6772.3011138202401,4389.0767572711902,944.43284724590899,6438.4385994425702,25086.728183064199,450597.52472358203,452985.30568949197,454695.48446029302,457694.18390222202,441789.299059182,574519.18380239501,608317.98167623603,612618.23680521897,1.0033799910363856,0.92295817111082101,0.98874045742816852,0.97574507588191139,1.0812624572976519,0.96208765307778898,1.0518545776621331,1.18776468604353,0.69004385445206795,174.73790181505501,0.88554574240542305,0.94143509090352695,0.97564557332908508,0.74118274471243295,0.77335584099533505,0.99255369261851234,1531.73227232668,14.4165697888883,898.82283569386095,5754.1820169229504,2702.6621847300898,733.97187129769895,5897.8200426704198,25814.4184451164,4209.9559150769701,94.015361527211596,3744.3835817921299,479302.45188061998,615.11516135762702,10693.414888326601,10680.1047228837,484760.63488626998,10773.6387138067
"1998Q1",4577.6727997119197,6671.6325315010599,6573.7350868269104,36.258475309239302,1506.08334571507,1014.1275238994,2697.6023119903498,2678.8807144795801,2521.5655892381201,2399.3666360225102,1761.1651499479001,132526.00002731499,6557.7006583083803,4611.8561376010703,1019.49373182058,6267.8340972732904,24063.112887312898,463295.342763316,465889.47661518701,467680.516409014,471069.68992410402,453414.04609668901,585344.02571153501,622735.89326391695,627183.23269091605,1.0148922101942206,0.92828566684201297,0.98881561376004912,1.006988589454386,1.050929670931068,0.95384728668771201,1.0462466868995768,1.19849167008371,0.66464510852084102,149.17504098712499,0.87526708235169504,0.95538934896736905,0.94005557111111004,0.77528755005997696,0.71443378373780397,0.995456934570775,1668.6411614066899,14.4623663780421,943.33317583404903,5474.0318754498903,2733.4068747113301,823.24863674247001,5823.0939145223001,22688.009163114199,4363.1781610908301,94.855347025640697,3786.8591340449998,483631.39992117602,595.87186223761296,10840.7320380574,10884.9634793285,489101.70226998097,10890.206960818199
"1998Q2",4987.0571325685796,6723.3881508987997,6606.1849044590499,37.565739112813702,1480.65710276491,1008.0247419947,2572.7656309468798,2531.6189228141898,2786.2786521338398,2590.02820404153,1717.4013661654701,133493.79558174699,6566.4595991378501,4754.4993654339796,851.58917187395002,6572.7583519804202,21836.5949787883,464248.67625261698,466701.15853681799,468452.50936354499,472111.24588911003,455523.97687329497,588901.90090244601,626173.92925066897,630457.467431759,1.0177414420175614,0.94271775756931997,0.99442676582151557,1.0162531207844467,1.0757715486596158,0.94325845228554905,0.99904168805465488,1.1694251361671599,0.58504669642654095,141.444288288584,0.85984256682704796,0.96673357956107497,0.91668542679842746,0.71711520970029996,0.65980472815943703,1.0006264247354333,1760.07022057583,13.7878098705336,989.63302755294103,5379.5304613332801,2673.6641457175501,696.39305979728204,5868.4585835749303,22499.958628741599,4592.4817859020104,94.562605091846805,3749.09991984609,484875.46768879797,622.85010667669599,11101.342208431901,11109.331261429699,487592.937312214,11094.3924066038
"1998Q3",5323.2146688908697,7050.2572578439303,6864.9629139642502,43.8155721730732,1487.6685981635201,1014.22173934642,2597.6171481905599,2491.1177878663798,2876.1412320035201,2677.8839499819101,1709.58397279356,133660.89302595801,6626.3799988875999,4656.7742084076799,752.25679193676604,6727.1629924828103,17362.2504866483,468363.94185906899,470917.58893930598,472737.945062668,476286.17282340099,459680.89572024002,591992.32989545097,629860.00284149905,634014.17484626104,1.0269913102520578,0.94680253350641896,0.99846827802280791,1.0427516357688553,1.074035053693402,0.93080453253836504,0.98501849981815082,1.16189625973829,0.51751550352870601,132.32672766730201,0.83903723215707704,0.97371963278698903,0.88872363088967166,0.75671753646347595,0.571487361345005,1.0053982735170879,1835.97103755938,12.878638066860701,1024.2376144026,4934.2300935356398,2469.7349305156999,675.25426085874199,5552.0410643251898,22268.1208069247,4838.59040750032,95.144958262925499,3660.9603516215798,489838.77765937801,632.26429665645196,11370.5134428565,11350.960896211,490590.22548955597,11309.461874327801
"1998Q4",5572.31113163604,7028.47274846442,6843.6890642340204,60.829856692931799,1504.66339229448,988.32644288864901,3018.93599347085,2753.9584598992401,2496.1198785926499,2332.8484699739502,1723.67075044745,132911.27548695501,5758.0096422930501,4176.0244884062104,690.37034020953195,5865.1168792009103,12015.0370418276,468047.02445302799,470658.82484855701,472492.86701017502,475811.38463523198,458724.45334050403,590502.90486391506,627017.51335637097,630927.665372235,1.0270005960960591,0.94865812887372003,1.0041456059190772,1.0962169682041263,1.0699880042446661,0.91585468772839196,0.98173826044495593,1.18893265572632,0.48588916823148798,123.00052910307301,0.81915961074783905,0.98228195204611302,0.88295275034847198,0.72206792145217902,0.51055624022571999,1.0093751753116398,2029.0191456574501,12.777302011737101,1042.60399427128,4553.3763929654697,2357.2855083714799,565.028355092688,5156.9876090973203,19694.698359590198,4889.2791960208497,95.435709745635606,3463.8049512993398,494120.25571660697,772.03464737872298,11371.8084548857,11344.029372896999,492080.28477538098,11266.1859861718
"1999Q1",5858.9684146812497,6745.8430081206798,6673.1249863162402,73.376969570200401,1500.2229068868801,1035.42384656592,2555.6667461850102,2599.6288965554099,2370.1065998532799,2270.1066275827802,1728.4668469232199,134342.640303828,5043.2079878287404,3906.5783389178,568.11964392453501,5367.1930941268802,13045.9627472087,471504.24034835398,474005.86847872601,475786.56064758199,478717.48555783601,460736.76610827498,594847.36585889198,630463.96307765099,634251.73111793504,1.0108971466821846,0.94692785727593298,1.0073398154949971,0.98308906689387432,1.0440507820449738,0.91023435336321701,0.93963602564389481,1.11735301391069,0.48856941952128802,129.05119741817401,0.81077202048207697,0.99021306532696496,0.86665023056403079,0.68135703547440096,0.52168950988569296,0.98452195209825932,2276.88436657904,13.2423917877018,1046.9664781788799,4199.8282435300698,2284.2236523296501,398.99698690746902,4846.0475696138101,18610.891674731502,4739.41479940923,95.574182504140296,3261.5970153028502,496428.59840132901,972.10380159169199,10862.955810093399,10897.6274907035,492811.45326057501,11033.736512367001
"1999Q2",6249.34336755192,7294.9638088818001,7195.5992529935402,81.436040259302999,1483.46871928563,1032.1075735514801,2575.4344043084002,2434.9693787544102,2742.1113727746902,2701.8612591647802,1718.06325369866,141294.83648555601,5539.9855507122402,4044.8353989553402,793.26118302702105,5931.0598789693704,13187.058762496399,491098.31773353397,493933.97240558302,495844.16072620498,499098.51779392699,480886.46284597297,619574.91733397904,656942.68094965303,661048.13802042999,1.013809073072951,0.94784114957041699,1.0096615660995836,1.0576865675517628,1.0148971800359403,0.92096046412778498,0.93406333164097366,1.0854171208269701,0.59717157823195899,162.47257210798699,0.83322953562940005,0.99415380286468302,0.87430260884534039,0.68853915914275399,0.577448620269982,1.0028020048767528,2724.3469368503302,13.620751268070601,1057.82704744997,4188.0843995546702,2235.7742714607598,542.91883504269094,4790.2000487974301,19844.2220323033,4787.63608627754,96.064310059654005,3524.4911986151401,500123.544715008,1138.7710899449401,11128.092864705801,11117.9483695747,495337.80576300598,11096.999019336299
"1999Q3",6418.1697742649403,7281.3194460314298,7070.2894140999197,86.796849025459395,1458.5488714319899,1016.17049849204,2282.3487865145698,2284.4363900083099,2384.4273300142099,2324.6644116746302,1709.0378335328001,146204.620273181,5395.4229702826397,3887.0038728905602,813.16300187973002,5553.4834375639002,12851.249202285901,513051.62560033001,515622.94923256902,517564.59070800198,520610.17064362299,502295.77672665898,650192.44363299699,688842.84400924505,693274.42917820404,1.0298474389903565,0.94998447668283903,1.0067172307840917,0.99908616256382943,1.0257081917026156,0.93086686895132498,0.97153850028395949,1.06264849913837,0.73951041483997704,200.344410184477,0.87488007311848903,0.99205790779996905,0.91201679994854057,0.67386524647122903,0.73513174354215205,1.0018893395295123,2963.9063332195901,14.6480446032808,1070.6887938269699,4314.0663173905996,2317.0107056320999,466.53435145330201,4730.24873843773,20953.440584524498,4684.1947093486096,97.235103024907801,3254.7435428672802,504734.02718551998,1282.0420682551801,10945.7316928568,10963.767055476599,501366.23448115902,10925.090487535201
"1999Q4",6255.3813753308596,7128.8836146756803,7051.74722483818,89.851329066327807,1436.07445390677,985.95536440935598,2314.1044610433401,2276.8972545584902,2134.3013447204698,2132.0199719362799,1703.2039502227699,151558.34266254699,5381.0995897765197,3825.3708348877999,679.87413739567,5400.60662399996,13720.6051701823,537725.51208125101,540524.68028258195,542691.27638526401,545970.87323049305,526052.65017340099,683797.24001661094,724717.77931458096,729423.21586835198,1.0109386209372062,0.94946079341077905,1.0036391207952131,1.016341188171912,1.0010700522575864,0.94996398558387696,0.99638799201986827,1.0380996320133,0.87701964727037196,235.71465236149001,0.93116853211755402,0.98638822446866103,0.97705021609701781,0.71152953660413698,0.89956125397100695,0.98690680170590594,3069.3721216085901,15.739794965760399,1062.5120290252501,4258.2490457489303,2462.0076912719301,301.78066143301999,4358.2704098456497,24780.428875288799,4641.1578196527198,98.702375516544606,3244.1761904556402,510822.46254684101,1401.0690432822901,10772.055196499699,10738.258891785699,508970.25829573203,10914.96702412
"2000Q1",6100.3653644324504,7158.2537759955303,7212.3964531747897,92.131559297888998,1425.1491372125399,908.91641405912196,2736.56518687989,2752.3957808335599,2164.9228408771301,2192.5166821053299,1693.39199365847,160341.22567203399,5882.6785743747896,3869.09443954172,1315.4645900320099,5864.7276961000898,14668.375074116,573100.97321981203,576070.54651374905,578307.66378284805,582023.30153951596,559503.41019876895,724864.38374162,770287.66110586701,775582.04975261795,0.99249310856235218,0.95585618876274103,1.0027739016725064,0.99424843110721683,0.98741453533584822,0.97252438895229598,1.0030608204173974,1.0250818198088301,0.99479552588021702,274.86619908329698,0.99027585677260699,0.98661129176039997,0.99566709963955302,0.71330467782779905,0.98633084237045399,0.99648256531724777,3314.94101321676,15.749025926395101,1055.7086626437599,5204.9075434247097,2713.8396239163399,931.67141160499602,5227.5580315036696,28056.1343363247,4573.1766446530301,99.748213319542799,3497.2851073660099,515767.01811982301,1646.5317169331499,11490.180072630599,11512.3107046318,514340.28873267001,11530.7386928265
"2000Q2",6229.1193206008202,7407.1471795466896,7419.5003403764704,97.304624663735098,1411.0075535006299,900.64841054801502,2485.5116910546699,2524.24462677988,2086.4652126958299,2093.1599996047598,1686.66361396918,163627.13748134501,5601.9056844159604,3924.57051110667,1015.25865855036,5658.8290016419796,14189.2689483839,588915.902036782,591841.99732237903,594270.88438525901,598303.77338948799,576614.55200114695,747275.48490323196,794291.486211607,799697.37852821394,0.998335041409385,0.95608260078682605,0.99939497331806115,0.98465563308948356,0.99680158855023315,0.98742218637867496,0.98994079566470339,1.01362322273383,0.95861341023956503,266.76142999605798,0.99115907946772897,0.99837364395959005,0.98355895051976738,0.67598829652088699,0.97193879039919995,0.99821613854499336,3556.1703890886702,16.346455374778898,1059.97956055336,4859.7458770963804,2651.8271004171402,597.90389984722697,4940.9807866912497,28256.061050765002,4498.8367626015197,100.15634174425099,3575.3829917523699,516125.06002049602,1754.22872787492,11306.8402785618,11288.154101017,516437.51849874202,11327.046159605001
"2000Q3",6054.1364069552801,7371.1643275226497,7355.5756336259201,102.92719196728601,1402.7689663681001,891.81993398728196,2588.1724027524801,2566.3537279997199,2148.4543149675401,2154.97498541393,1687.5473469216799,171264.813451789,5960.3455579047404,4063.46536119866,1295.5169095239501,5881.4215084253801,15593.356262465401,613583.34554809704,616818.87144198699,619287.92776376603,623195.06318291603,600659.99491889903,779209.46505956305,829242.59055969096,835227.13658259995,1.0021193030529747,0.95846480714084104,0.99988909482409671,1.0085018189483046,0.99697413172286198,1.0069322140074899,1.0134192132575941,1.0087915698157,1.0094812475166901,289.06375643968698,1.0050588025140901,1.0054175176898901,1.0066408568838512,0.70462283257312397,1.0221795175255599,0.99495119551079247,3831.1867688541001,16.955122516403399,1052.1352918625,5280.7415143718399,2793.90009027939,861.38570257827098,5245.9042152519596,28674.007134187199,4456.4779142137804,99.978862619888105,3589.80123488975,515502.86034485698,1895.2265212178499,11281.8437264118,11322.92981392,515560.03862162901,11339.0925879735
"2000Q4",6066.63636901066,7512.6794539389402,7484.7264766518902,107.81165731956899,1390.60049468888,884.08746865268597,2614.4357012512601,2577.25517592593,2177.0126638174302,2136.48121583891,1666.4197324955401,185116.44190794101,5897.2553298107296,4234.3658136868999,1136.79627747478,5928.7084377621604,16425.3565147064,649902.08591584396,653076.54366731702,655761.10345258005,660088.99286859296,635866.79414541996,823581.15130652103,877315.26475983602,884420.00112088502,1.0037346691791942,0.96121862473932396,0.99845155523348494,1.0144264043671858,1.0189711230213672,1.0293047240875599,0.9946947790936902,0.98629860352659204,1.02761127598917,304.39812403525002,1.01450671003479,1.0084198668328499,1.0090694996247231,0.70440578854514102,1.15569726101702,1.0066989510904967,4174.2646946542,16.651644871483398,1057.7694186410399,5113.2594552478304,2859.6221180973098,805.60419306889105,5067.3015656002599,29658.269407469601,4526.2863821813298,100.144872062963,3856.99832544131,515609.18601799302,1984.6625936995599,11685.4595395951,11650.590669657,516408.816547358,11607.70012419
"2001Q1",6291.7096560124401,7858.1086365148703,7627.4441079889802,112.914743407918,1376.27403058339,865.85881975554901,2613.7727102108402,2665.9260817435302,2378.4239883906698,2399.9944915721599,1654.7823124256699,177993.90874557101,6553.5090064383503,4537.2356057000197,1447.0191291045801,6537.8857286929197,17122.475180391699,638547.30566393095,641738.96921573195,644144.96082946204,648759.40776605695,637400.10396844102,803778.16251622699,857303.75138071098,864259.22041945904,1.0302413921701887,0.95745663829216499,1.0060590504311531,0.98043705266629844,0.99101226971260259,1.01251352399673,1.0023896529235536,1.01364776529642,0.959921325046735,280.686640503376,0.99611618916421396,1.00175204837856,1.0055264952386183,0.73736021032432997,0.95282128214409401,0.98823912397210389,4525.42565178732,16.683289401656999,1066.7366606752,5894.7297329767698,3114.3893172211401,1144.08691068025,5862.3315853829499,30258.324777566701,4653.0145979686404,101.69810845843,4027.8297445060498,527578.24661428295,2050.7006998770098,12055.8650563152,12058.754442835199,524400.87526491203,12199.339981459299
"2001Q2",6440.4942218884298,7700.3356060124297,7588.7125085137504,120.6094046142,1360.4755523121601,865.73425366683205,2624.6405146991801,2668.8390886458201,2187.1312685350199,2163.4797051530099,1647.3659686722399,175339.266708396,6577.4977712966001,4464.1549348236504,1354.7920395920301,6565.8958180119998,18746.372844228601,630786.58268856199,633960.21575938701,636385.96824282198,641431.01797232602,631331.87008695304,797819.91217163496,851005.196135198,858177.66589885298,1.0147090955644253,0.96952043068237304,1.0103846929150786,0.98343902630373026,1.010932186387363,1.0111950004302199,1.0017670023415195,1.0034902173389799,0.96052555103561399,285.784952220457,0.99010234600459801,0.99361201173397296,1.0092996506201026,0.70749721616574301,0.98242935866229297,1.0061657136805866,4640.7351296246597,17.401451768051899,1062.05584586327,6081.1066314011596,3150.4909784943002,1169.1579234169801,6025.0755339754596,29307.7281827304,4623.5138488557104,101.16864185098601,4112.69892125149,527121.04789425805,2178.26416624698,12016.3004925567,12003.026279206601,521703.319132292,11942.6654368898
